name,所在地,TEL,url,営業時間,定休日,image_url,免許
株式会社ルーツ･ギビィング,沖縄県豊見城市与根 50-90 ルーツメディカルビル3F,098-856-7221,https://www.e-uchina.net/fudosan_kaisha/7696,08:30〜17:30,日曜日・祝日,https://cdn.e-uchina.net/media/shop/007696/36de12039b1f6d0a6462726dc3d4d1cca37b1bb7.jpg,沖縄県知事免許(1)第5197号
株式会社 レディースエステート＆ビジネス,沖縄県浦添市仲西 3-15-2,098-943-1991,https://www.e-uchina.net/fudosan_kaisha/7441,月-金 08:45〜17:45,土曜・日曜・祝祭日（年末年始）,https://cdn.e-uchina.net/media/shop/007441/7d2b8e2157fe19a2321d802b18ec32aec1e9f3d8.jpg,沖縄県知事免許番号（2）第4961号
(株)WONDER　BALL,沖縄県沖縄市南桃原 1-8-6,098-988-5492,https://www.e-uchina.net/fudosan_kaisha/7833,10:00〜19:00 内覧のお問い合わせでしたら 時間外でもお受けいたしますのでご連絡ください。,水曜日・日曜日※定休日は電話対応のみ可能。お問合せ内容によってご連絡が遅くなる場合もございます。,https://cdn.e-uchina.net/media/shop/007833/f4283b535047305a10ff221eee14e0d918dd92e4.jpg,沖縄県知事(1)第5376号
株式会社アースティック,沖縄県豊見城市根差部 727 エクセルビル 201,098-996-4891,https://www.e-uchina.net/fudosan_kaisha/7734,10:00〜17:00,第1・3火曜日/毎週水曜日/お盆・年末年始,https://cdn.e-uchina.net/media/shop/007734/d2ba2cc067edd1375c464d06e331bd3b824732d3.jpg,国土交通大臣免許(2)第008720号
株式会社アイエステートおきなわ,沖縄県宜野湾市普天間 2-49-10 KOIKOIビル 4F,098-988-9976,https://www.e-uchina.net/fudosan_kaisha/7552,09:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/007552/25db346b866cfbed4556ba97b12cd1b91637c3db.jpg,沖縄県知事(1)第4940号
株式会社アイダ設計　名護店,沖縄県名護市大南 1-10-12,050-3173-2540,https://www.e-uchina.net/fudosan_kaisha/7393,09:00〜18:00,水曜日,https://cdn.e-uchina.net/media/shop/007393/b553676858a16f126748ad789203344dc169228b.jpg,国土交通大臣(8)4179号
株式会社アイムユニバース,沖縄県浦添市安波茶 2-1-2 宮城ビル105,098-894-7101,https://www.e-uchina.net/fudosan_kaisha/7371,営業時間 09:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/007371/bd7301185d9701ffdc681e40c6fb68c8c24503fd.jpg,国土交通大臣（2）第8525号
株式会社アウルおきなわ,沖縄県沖縄市上地 4-17-7,098-800-1152,https://www.e-uchina.net/fudosan_kaisha/7602,09:00〜18:00,日・祝,https://cdn.e-uchina.net/media/shop/007602/bd0e0c0bc1ac91a071baaf26b822c7e1a55ff5f9.jpg,沖縄県知事免許(1)第5084号
株式会社アクト住販,沖縄県那覇市泊 3-1-16,098-917-5010,https://www.e-uchina.net/fudosan_kaisha/7527,10:00〜17:00,水・土・日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(1)第4999号
株式会社アジアテラス,沖縄県浦添市当山 3-2-2,098-871-2970,https://www.e-uchina.net/fudosan_kaisha/7279,月-土 09:00〜17:00,日曜日・お盆・年末年始・GW,https://cdn.e-uchina.net/media/shop/007279/a5a7070d6b92cbbb80c44a1b1375227e3073dbcf.jpg,沖縄県知事免許番号（4）第3842号
株式会社Advance,沖縄県那覇市上間 213-1 3F 101,098-851-3222,https://www.e-uchina.net/fudosan_kaisha/7766,09:00〜17:30,水・日曜日・年末年始,https://cdn.e-uchina.net/media/shop/007766/03ec2a71aae32ce712251ef113c9001a7338da92.jpg,沖縄県知事（1）4952
株式会社Answer,沖縄県宮古島市平良字西里 27 HALE HOTEL　1階,0980-79-6654,https://www.e-uchina.net/fudosan_kaisha/6534,09:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/006534/2bc00200fe9a0fd1762f614bc1972d9e6f273852.jpg,沖縄県知事(1)第5652号
株式会社イーガオ,沖縄県浦添市沢岻 1265-5,098-988-8944,https://www.e-uchina.net/fudosan_kaisha/7607,09:30〜19:00,年末年始,https://cdn.e-uchina.net/media/shop/007607/254a9914e08064ab46da07ae398d0ff339809d1d.jpg,沖縄県知事免許(1)第5086号
(株)インフィニティ不動産,沖縄県豊見城市翁長 832-3,098-995-7797,https://www.e-uchina.net/fudosan_kaisha/7804,10:00〜18:00,水曜・日曜・お盆・年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(1)第5331号
(株)ウィステリアパートナーズ,沖縄県沖縄市知花 6-8-17 セイワビル 201,098-988-7100,https://www.e-uchina.net/fudosan_kaisha/7323,09:00〜18:00,水・日曜日、祝祭日,https://cdn.e-uchina.net/media/shop/007323/fb88b9252f3dd8b40bd7362a72c8b75fb3cde87e.jpg,沖縄県知事免許(2)第4730号
株式会社AHC沖縄,沖縄県那覇市おもろまち 3-7-15 グランドヒル新都心ビル 1-B,080-1289-9396,https://www.e-uchina.net/fudosan_kaisha/7690,月-日 09:30〜19:30,水曜日,https://cdn.e-uchina.net/media/shop/007690/232c07fd659905b5e9b4e44ce4e7f8dde68d517d.jpg,沖縄県知事免許番号（1）第5046号
株式会社EIKAN,沖縄県宜野湾市野嵩 2-2-6,098-988-1921,https://www.e-uchina.net/fudosan_kaisha/7286,月-土 08:30〜17:30 来店前に御連絡ください。,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/007286/0cf4e95df0389a062294ac438d631eefde78b6de.jpg,沖縄県知事（2）第4617号
(株)エステートSun,沖縄県浦添市大平 1-34-6 102,098-875-2353,https://www.e-uchina.net/fudosan_kaisha/5115,09:00〜18:00,"日曜日,祝日",https://cdn.e-uchina.net/media/shop/005115/e11f3f621eb1efbba63907a2594bf002e547e5d7.jpg,沖縄県知事免許(2)第4836号
株式会社　ST　HOPE,沖縄県那覇市西 2-16-3 屋島ビル3-A,098-800-2108,https://www.e-uchina.net/fudosan_kaisha/7578,,,https://cdn.e-uchina.net/media/shop/007578/a00248d06fededf5abbfba7b868ba9b488338541.jpg,沖縄県知事(1)第4967号
(株)NTT西日本アセット・プランニング　沖縄営業所,沖縄県浦添市勢理客 4-19-3 5Ｆ,098-894-7731,https://www.e-uchina.net/fudosan_kaisha/6493,,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,
（株）M.Sコーポレーション,沖縄県那覇市牧志 2-13-12,098-988-4169,https://www.e-uchina.net/fudosan_kaisha/7404,月-日 10:00〜18:00,火曜・水曜日,https://cdn.e-uchina.net/media/shop/007404/a991075df2e420e48ad21e0b336cc6bf88dc4bb5.jpg,
株式会社エムホームズ,沖縄県名護市宇茂佐 1502-5,0980-59-5635,https://www.e-uchina.net/fudosan_kaisha/7633,09:30〜18:30,不定休,https://cdn.e-uchina.net/media/shop/007633/2e5422548959240e32ec11325a715b70a2ca1a88.jpg,沖縄県知事免許(２)第4960号
株式会社エルミック,沖縄県八重瀬町伊覇 123-1,098-998-9600,https://www.e-uchina.net/fudosan_kaisha/6285,月〜土 08:30〜17:30,日曜・祝日・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/006285/9474dfcf56fed1ce8e48789f3a9bf565f5c29311.jpg,沖縄県知事免許(2)第4450号
株式会社エン・コーポレーション,沖縄県浦添市牧港 2-33-7 ライオネットビル702,098-988-3821,https://www.e-uchina.net/fudosan_kaisha/7641,10:00〜18:00,土曜・日曜・祝日　（事前予約にて対応）,https://cdn.e-uchina.net/media/shop/007641/27d07567903657348691215ddf7b7494d5c0809a.jpg,県知事番号（1）第5126号
株式会社oasis Corporation,沖縄県名護市宮里 6-5-16 玉城アパート202号,0980-52-6561,https://www.e-uchina.net/fudosan_kaisha/6535,10:00〜19:00,水曜日,https://cdn.e-uchina.net/media/shop/006535/d63a22e99d7c7b7b36c526af351f9f486f0ac325.jpg,沖縄県知事(1)第5549号
株式会社大上コーポレーション,沖縄県浦添市宮城 3-13-1 幸ハイツ103号,098-871-1788,https://www.e-uchina.net/fudosan_kaisha/5345,09:00〜17:30,日祝祭日,https://cdn.e-uchina.net/media/shop/005345/df1ca4fd903cf132e30e49f661169ba961de7d27.jpg,沖縄県知事免許(1)第5384号
株式会社沖縄セブンスターズ,沖縄県浦添市伊祖 2-20-5,098-917-6407,https://www.e-uchina.net/fudosan_kaisha/7251,月-土 09:00〜18:00,日曜・祝日・不定休有り,https://cdn.e-uchina.net/media/shop/007251/1e7af7ef42c95cbcd5ee14be12540c8cf77522c3.jpg,沖縄県知事（２）第4588号
(株)沖縄ファースト住宅企画,沖縄県那覇市銘苅 1-1-12 グランツK302号室,098-943-7995,https://www.e-uchina.net/fudosan_kaisha/6473,10:00〜17:00,水曜日,https://cdn.e-uchina.net/media/shop/006473/d596061a90b3926b53a8a16b466e5465e655180f.jpg,沖縄県知事免許(1)第5601号
株式会社沖縄不動産,沖縄県宮古島市平良字松原 548-8,0980-79-8544,https://www.e-uchina.net/fudosan_kaisha/7803,09:00〜18:00,土日祝日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(1)第5308号
株式会社 沖縄不動産YellowYellow,沖縄県浦添市仲西 3-3-26 101号室,098-996-3309,https://www.e-uchina.net/fudosan_kaisha/7636,10:00〜18:00,毎週水曜日／毎週日曜日,https://cdn.e-uchina.net/media/shop/007636/f35f260f140cc1104a77dc8dfb8c97c1a216bd3b.jpg,沖縄県知事免許(1)第5083号
株式会社おきなわブレイク,沖縄県那覇市牧志 2-16-46 307,098-943-2009,https://www.e-uchina.net/fudosan_kaisha/6519,09:00〜18:00,土・日・祝日・GW・お盆・年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,
株式会社おきのこ不動産,沖縄県浦添市宮城 3-14-2,098-927-1286,https://www.e-uchina.net/fudosan_kaisha/7945,10:00〜19:00,不定休,https://cdn.e-uchina.net/media/shop/007945/0da652502f7641b6683bfcd25775fe2c2b001834.jpg,沖縄県知事(1)第5436号
株式会社 沖プラン,沖縄県沖縄市知花 4-13-1 L1-A,098-923-0395,https://www.e-uchina.net/fudosan_kaisha/7321,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007321/6b79bce5b655779cf46b883a8a0571113e94c00e.jpg,沖縄県知事免許(1)第4790号
株式会社オフィス名嘉,沖縄県西原町上原 2-11-4 2階,098-943-1661,https://www.e-uchina.net/fudosan_kaisha/7725,09:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/007725/4401cec889fc0f06b6be212b5bbdefdf8bd97197.jpg,沖縄県知事免許番号(1)第5133号
株式会社ONNA不動産,沖縄県恩納村恩納 2457-1,098-966-8034,https://www.e-uchina.net/fudosan_kaisha/5331,月ー土 09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005331/7376e374f64dc1315d14c885c6b9b08a2d1bfe82.jpg,沖縄県知事免許(2)第4867号
株式会社開成不動産,沖縄県西原町翁長 559-4,098-945-8210,https://www.e-uchina.net/fudosan_kaisha/7176,月～土 09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007176/4290469b3472fcbfd95cdf0eabd8eacdfcda3864.jpg,沖縄県知事（2）第4570号
株式会社　上咲組,沖縄県宜野湾市真栄原 1-21-1 カミサキベース　1F,098-870-2147,https://www.e-uchina.net/fudosan_kaisha/5623,営業A 09:00〜18:00営業B,日曜日,https://cdn.e-uchina.net/media/shop/005623/0ae71fdc12ba50859ca051fbf1d45746d4629ebd.jpg,沖縄県知事免許（3）4346号
株式会社カモメトラスト,沖縄県豊見城市高嶺 310-1 105,098-851-8275,https://www.e-uchina.net/fudosan_kaisha/7207,09:00〜18:00,なし,https://cdn.e-uchina.net/media/shop/007207/a11748887b791c67cf8e4155ed7a3173f5fb499f.jpg,沖縄県知事免許(2)第4637号
(株)CUBE美原店,沖縄県沖縄市美原 2-16-28,098-988-5130,https://www.e-uchina.net/fudosan_kaisha/6468,月ー土 09:00〜18:00祝祭日 10:00〜17:00,年末年始,https://cdn.e-uchina.net/media/shop/006468/039ce468d139396056e0c43ac0f9458721604053.jpg,沖縄県知事免許(3)第3882号
株式会社　金城不動産,沖縄県浦添市伊祖 3-13-1,098-943-2621,https://www.e-uchina.net/fudosan_kaisha/7801,10:00〜18:00,日曜・祝・年末年始(12/28～1/4）,https://cdn.e-uchina.net/media/shop/007801/ee9b7949b2d4a028f109835a304030ccd193396a.jpg,沖縄県知事（1）5340
(株)グッドワン開発,沖縄県うるま市石川 1-40-1,098-965-3311,https://www.e-uchina.net/fudosan_kaisha/6437,08:30〜17:30,土･日･祝日,https://cdn.e-uchina.net/media/shop/006437/690cd4f6c7b303f3802bb3ca12071015ae69f205.jpg,沖縄県知事免許(3)第4228号
株式会社久米島リゾート不動産,沖縄県久米島町比嘉 2866-9,098-896-8022,https://www.e-uchina.net/fudosan_kaisha/7326,10:00〜16:00,木曜・日曜・祝祭日・年末年始,https://cdn.e-uchina.net/media/shop/007326/cee1b6122122a640028d7f6c3a700eba0569b8b2.jpg,沖縄県知事（3）第4130号
株式会社グリーンフォレスト,沖縄県石垣市真栄里 286-1 スマイル真栄里第2102,0980-87-6433,https://www.e-uchina.net/fudosan_kaisha/7744,10:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/007744/1caf64a3aa91e914065f3ec944bbf4e2b5ed7bee.jpg,国土交通大臣(1)第9890号
株式会社grain（グレイン）,沖縄県浦添市前田 3-2-9 セゾンライト201,098-988-1165,https://www.e-uchina.net/fudosan_kaisha/7640,月～金 10:00〜17:00,土曜・日曜・祝日,https://cdn.e-uchina.net/media/shop/007640/95a081257b2b51694b990286118e1e5e52518edd.jpg,沖縄県知事免許番号（1）第5105号
株式会社クロトン,沖縄県浦添市安波茶 1-53-13 豊福ビル２階,098-877-9610,https://www.e-uchina.net/fudosan_kaisha/5590,月-金 09:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/005590/52b60c3e3cbf3c2aaee4b6b8a4f4ac3155b82140.jpg,沖縄県知事免許(2)第4410号
株式会社GENKI,沖縄県うるま市安慶名 384,098-989-8658,https://www.e-uchina.net/fudosan_kaisha/7733,09:00〜18:00,土・日・祝,https://cdn.e-uchina.net/media/shop/007733/16926c2a5e08d37756e47db700660c25f0f008e7.jpg,沖縄県知事（1）第5023号
株式会社コーラルエステート,沖縄県読谷村楚辺 1186-1,098-988-7601,https://www.e-uchina.net/fudosan_kaisha/7784,09:00〜17:30,不定休※事前予約があれば対応致します。,https://cdn.e-uchina.net/media/shop/007784/7b7f3ea013b1329e27a4422d15a484cde2d8e17b.jpg,沖縄県知事（1）第5298号
株式会社COCOStyle,沖縄県那覇市首里石嶺町 3-85-1,098-943-1090,https://www.e-uchina.net/fudosan_kaisha/7232,09:00〜18:00,GW・年末年始 ※事前予約により休日対応可能！,https://cdn.e-uchina.net/media/shop/007232/c85b958bec5115487ddcc8a6b6c104fcc20d3a0e.jpg,沖縄県知事(2)第4603号
株式会社COCORO　HOME,沖縄県宜野湾市大謝名 3-3-5 ラグアス大謝名スカイヒル501,098-943-5668,https://www.e-uchina.net/fudosan_kaisha/7747,09:00〜18:00,不定休　年末年始,https://cdn.e-uchina.net/media/shop/007747/a9bd2ea6962c6b980a95e2378921a39a29db8b1a.jpg,沖縄県知事（1）第5255号
株式会社Concept,沖縄県沖縄市泡瀬 3-42-11,098-959-1234,https://www.e-uchina.net/fudosan_kaisha/7430,10:00〜18:00,日曜日･祝祭日,https://cdn.e-uchina.net/media/shop/007430/dfd7ed92f7ae63923cd3a798aa290a62b47d2981.jpg,沖縄県知事免許(1)第4939号
株式会社サークル・ワン,沖縄県北谷町浜川 243,098-936-5333,https://www.e-uchina.net/fudosan_kaisha/7611,月ー金 09:00〜17:30土 09:00〜15:00,日曜日,https://cdn.e-uchina.net/media/shop/007611/30c87488a5b12900413ce640c7235af6fcd280aa.jpg,沖縄県知事免許(1)第5116号
株式会社 サキコーポレーション,沖縄県沖縄市山内 3-23-10,098-989-5300,https://www.e-uchina.net/fudosan_kaisha/5249,09:00〜17:00,日曜・祝祭日・旧盆（ウークイ）・GW・年末年始,https://cdn.e-uchina.net/media/shop/005249/4b0e828cba26dd127b63b95fbd15cb1b783c36db.jpg,沖縄県知事免許(1)第5389号
株式会社 サキコーポレーション,沖縄県沖縄市山内 3-23-10,098-989-5574,https://www.e-uchina.net/fudosan_kaisha/5680,09:00〜17:00,日曜日/祝日,https://cdn.e-uchina.net/media/shop/005680/bbce2a3d90cd2b9bde64d2a397c54e757b64e974.jpg,沖縄県知事免許(1)第5389号
株式会社　幸不動産,沖縄県那覇市赤嶺 1-9-3 1階,098-857-0039,https://www.e-uchina.net/fudosan_kaisha/6381,09:30〜18:00,年末年始　ゴールデンウィーク　その他不定休,https://cdn.e-uchina.net/media/shop/006381/d347d6869c76ad5caff3b8225c38e5d8c0ca0593.jpg,沖縄県知事免許(2)第4659号
株式会社総合サポート沖縄,沖縄県浦添市牧港 2-49-7 1F,098-917-4401,https://www.e-uchina.net/fudosan_kaisha/7889,09:00〜18:00,なし,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事（1）第5406号
株式会社サン・エージェンシー,沖縄県那覇市上之屋 314-2 サンメディアビル2F,098-862-3939,https://www.e-uchina.net/fudosan_kaisha/6462,月〜金 08:30〜17:30,土・日・お盆・年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,
株式会社サンライズ,沖縄県沖縄市中央 1-12-8,098-921-1822,https://www.e-uchina.net/fudosan_kaisha/7603,月-金 09:00〜18:00,土・日・祝日・年末年始,https://cdn.e-uchina.net/media/shop/007603/3eb462dbb84724d6036f48ecbd25b580f4894823.jpg,沖縄県知事免許番号（1）第5104号
株式会社 三和ハウス,沖縄県沖縄市池原 3-3-26 1F,098-988-5331,https://www.e-uchina.net/fudosan_kaisha/7551,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/007551/9d65a5504a7bbb32d18989bc355a14764a919f31.jpg,沖縄県知事免許(1)第5028号
株式会社 Gyi ジイ不動産,沖縄県北中城村島袋 260-1 コンフォール77　 B号室,098-989-3918,https://www.e-uchina.net/fudosan_kaisha/7412,09:00〜18:00,土・日・祝祭日（GW）,https://cdn.e-uchina.net/media/shop/007412/0571dbf7b7385a3c379bf1de6cc1f9ec1e6ce027.jpg,沖縄県知事免許(1)第4918号
株式会社ジェミリア,沖縄県那覇市おもろまち 4-17-25 新都心ヒルズ501,098-946-1007,https://www.e-uchina.net/fudosan_kaisha/7786,10:00〜18:00,土・日・祝日・お盆・GW・年末年始,https://cdn.e-uchina.net/media/shop/007786/37c7bfe7d365c0675777570f2869fc3be73447fd.jpg,沖縄県知事(1)第5296号
株式会社 ジャパン開発,沖縄県沖縄市東 1-1-6 トーマス沖縄東301,098-921-2600,https://www.e-uchina.net/fudosan_kaisha/7487,月-金 10:00〜17:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/007487/eafc6d10a289275ecdba562047c81c48881afc9a.jpg,沖縄県知事免許(1)第4877号
株式会社ジョイントハウス,沖縄県那覇市久茂地 1-4-1 くもいちビル1F,098-868-9393,https://www.e-uchina.net/fudosan_kaisha/5083,月-金 09:00〜17:30,土曜・日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005083/b450282ae56e6da597749360de254e0ff9459e05.jpg,沖縄県知事免許(8)第2272号
株式会社白金　那覇支店,沖縄県那覇市安謝 1-2-21 アーバンウエスト秋桜101,098-943-5323,https://www.e-uchina.net/fudosan_kaisha/6434,09:00〜17:00,土・日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第5319号
株式会社　新東通信,沖縄県,052-951-3829,https://www.e-uchina.net/fudosan_kaisha/6460,,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,
株式会社スイッチ,沖縄県那覇市長田 1-8-12,098-851-4909,https://www.e-uchina.net/fudosan_kaisha/7704,月-金 09:00〜18:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/007704/4ec0fa1f69400b4bd550aa602d936f9c1e7ea6f1.jpg,沖縄県知事免許番号（1）5201号
